file_name,participant_id,phase,language,form,config_id,config,API_target,trial_answer_coder1,accuracy_coder1,notes_coder1,trial_answer_coder2,accuracy_coder2,notes_coder2,trial_answer_coder1_phonemized
3109_edugame2023_4a52b0fd5cf94dea9e0a76825281b585_82ff905ec98a42fba09176e785f68d88.wav,3109,REPETITION,fr,C,phondel_C_pseudo_6,panuge,[panyʒ],inuge,0.0,,inuge,0.0,,
3109_edugame2023_4a52b0fd5cf94dea9e0a76825281b585_880f64421bcc40dfbf33cea5cc51bc4e.wav,3109,REPETITION,fr,C,phondel_C_pseudo_7,pogion,[poʒjɔ̃],{only_environment},,,{only_environment},,,
3109_edugame2023_4a52b0fd5cf94dea9e0a76825281b585_8b78a1a0200d4e8390654293fde32edc.wav,3109,REPETITION,fr,C,phondel_C_pseudo_2,pombin,[pɔ̃bɛ̃],{only_environment},,,{only_environment},,,
3109_edugame2023_4a52b0fd5cf94dea9e0a76825281b585_902fe8f7baf348a0805760a892e0a706.wav,3109,REPETITION,fr,C,phondel_C_word_3,frigo,[fʁiɡɔ],{only_environment},,,{only_environment},,,
3109_edugame2023_4a52b0fd5cf94dea9e0a76825281b585_a454317d270744e983044fcb0ea7b48b.wav,3109,REPETITION,fr,C,phondel_C_word_0,plaque,[plak],{only_environment},,,{only_environment},,,
3109_edugame2023_4a52b0fd5cf94dea9e0a76825281b585_a91e42d4fbed40c58fcaf9c5ffebf806.wav,3109,REPETITION,fr,C,phondel_C_word_1,gâteau,[ɡatɔ],{only_environment},,,{only_environment},,,
3109_edugame2023_4a52b0fd5cf94dea9e0a76825281b585_e3f5db57d3f34b098d9baa1fc7a5ea48.wav,3109,REPETITION,fr,C,phondel_C_pseudo_8,protal,[pʁotal],{only_environment},,,{only_environment},,,
3109_edugame2023_4a52b0fd5cf94dea9e0a76825281b585_f45a8e491cd146d095dd3e1317528511.wav,3109,REPETITION,fr,C,phondel_C_word_2,chapeau,[ʃapo],{only_environment},,,{only_environment},,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_10c4ca8c9df3469ebadda8f265a2fdcb.wav,3110,REPETITION,fr,A,phondel_A_pseudo_2,ganda,[ɡãda],gan a agan,0.0,,agan,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_1e9fb9d7595e43dbb195bcd4453c1be4.wav,3110,REPETITION,fr,A,phondel_A_pseudo_4,pladar,[pladaʁ],aka,0.0,,aka,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_3968ece3ce0a4d8894a89508d840c4bb.wav,3110,REPETITION,fr,A,phondel_A_pseudo_6,gatine,[ɡatin],gatine itine,1.0,wrong_self_correction,gatine itine,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_41c6a735b0c943dbb1e61f39e082999e.wav,3110,REPETITION,fr,A,phondel_A_pseudo_0,plique,[plik],likle,0.0,,licle,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_486aa32bac4b49d3927e8b5e99161dbc.wav,3110,REPETITION,fr,A,phondel_A_pseudo_1,razin,[ʁazɛ̃],inzin,0.0,,inzin,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_6edac770bb5d4ac3a630d08c31829dd4.wav,3110,REPETITION,fr,A,phondel_A_word_3,frisson,[fʁisɔ̃],urzi,0.0,,onzi,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_70c6004c53f747138e45da771417bbe5.wav,3110,REPETITION,fr,A,phondel_A_word_6,glotte,[ɡlɔt],ogle,0.0,,ogle,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_715512899dab4bb3a313a3ccaeabc959.wav,3110,REPETITION,fr,A,phondel_A_pseudo_8,trical,[tʁikal],irtral,0.0,,iftral,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_7174021ee53744efa6a2ae15ac787f70.wav,3110,REPETITION,fr,A,phondel_A_word_7,solitude,[solityd],uté,0.0,,uté,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_79e2d438cbb0491d9b10e59872e40f75.wav,3110,REPETITION,fr,A,phondel_A_pseudo_7,pobier,[pobje],ébiépon,0.0,,ébiépon,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_a427a9be28c04116932e05e315e01f15.wav,3110,REPETITION,fr,A,phondel_A_word_8,camarade,[kamaʁad],adarade,0.0,,adarade,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_ad4bfb648b7f4c70aff5b748e8f2b323.wav,3110,REPETITION,fr,A,phondel_A_word_2,chemin,[ʃəmɛ̃],in.meu,0.0,,in.meu,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_b4c5a06a841e4503ad21891606fb17be.wav,3110,REPETITION,fr,A,phondel_A_pseudo_5,spéréo,[speʁeo],éoro,0.0,,éoro,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_bd5083d495264a258ca0f203649c9321.wav,3110,REPETITION,fr,A,phondel_A_word_5,station,[stasjɔ̃],assion,0.0,,acion,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_c8437453b2b14f2f818ccba9a271d0e2.wav,3110,REPETITION,fr,A,phondel_A_word_0,plume,[plym],umple,0.0,,umepl,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_d78564022ca547de9a51e03f70d9ac49.wav,3110,REPETITION,fr,A,phondel_A_word_1,râteau,[ʁatɔ],ota,0.0,,ota,0.0,,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_da34d06d40d64dbcba4589475d605530.wav,3110,REPETITION,fr,A,phondel_A_word_4,canapé,[kanape],anapé,0.0,deletion_instead_of_repetition,anapé,0.0,deletion_instead_of_repetition,
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_fc80d03298c241399a183be30575fd27.wav,3110,REPETITION,fr,A,phondel_A_pseudo_3,glotu,[ɡlɔty],otu,0.0,,otu,0.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_089116e395cf444ca0a5dfe60f6f65c8.wav,3110,DELETION,fr,A,phondel_A_pseudo_1,razin,[azɛ̃],azin,1.0,,azin,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_26fdfa801f0747f3ba219555c60b3719.wav,3110,DELETION,fr,A,phondel_A_word_6,glotte,[lɔt],glotte lotte,1.0,self_correction,lotte,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_2b1f349f65954ac09f97a5d82863cd61.wav,3110,DELETION,fr,A,phondel_A_pseudo_3,glotu,[lɔty],lotu,1.0,,lotu,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_45a78c4b511b45fba3fb53b2809d00eb.wav,3110,DELETION,fr,A,phondel_A_pseudo_4,pladar,[ladaʁ],pl ladar,1.0,sounding_out,ladar,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_478614a27a84430f88049945b01c5a5c.wav,3110,DELETION,fr,A,phondel_A_word_1,râteau,[atɔ],ateau,1.0,,ato,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_50c96ef8f1f346a7ba1c6179d6091b7f.wav,3110,DELETION,fr,A,phondel_A_pseudo_0,plique,[lik],p lique,1.0,first_phoneme_repetition,lik,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_5193cc9c06bd4409be99ad0c5843850f.wav,3110,DELETION,fr,A,phondel_A_pseudo_6,gatine,[atin],g a a atine,1.0,sounding_out,atine,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_7f9c76c669034b989b939d8c39b6096e.wav,3110,DELETION,fr,A,phondel_A_word_8,camarade,[amaʁad],amarade,1.0,,amarade,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_8464b9fcb0274369ae1d0463fd91d82e.wav,3110,DELETION,fr,A,phondel_A_word_5,station,[tasjɔ̃],assion,1.0,,acion,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_85e1ac3df44649ce9a09a07d7de8b5ef.wav,3110,DELETION,fr,A,phondel_A_word_3,frisson,[ʁisɔ̃],risson,1.0,,risson,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_a1135603a95040f9b26c590d3083dea5.wav,3110,DELETION,fr,A,phondel_A_word_0,plume,[lym],lume,1.0,,lume,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_a25c1614a57b4aaf9f7883dbfc929197.wav,3110,DELETION,fr,A,phondel_A_pseudo_7,pobier,[obje],p obier,1.0,first_phoneme_repetition,obié,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_a53f90f5683c47b2bee6515fa1ed526b.wav,3110,DELETION,fr,A,phondel_A_pseudo_5,spéréo,[peʁeo],éro,0.0,,éro,0.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_c39e2843a6a043079ac6bf8d4d591a2f.wav,3110,DELETION,fr,A,phondel_A_word_7,solitude,[olityd],olitude,1.0,,olitude,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_cb980cb61eae4f1d96369afc7ac97642.wav,3110,DELETION,fr,A,phondel_A_word_4,canapé,[anape],anapé,1.0,,anapé,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_d40a444517e44fa78a3f50f94fc259a4.wav,3110,DELETION,fr,A,phondel_A_pseudo_8,trical,[ʁikal],ical,1.0,,ikal,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_e36c4fa3d47f42269f54592ef97848c9.wav,3110,DELETION,fr,A,phondel_A_pseudo_2,ganda,[ãda],anda,1.0,,anda,1.0,,
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_e904073c6a554c1eb80a42287fe7f71f.wav,3110,DELETION,fr,A,phondel_A_word_2,chemin,[əmɛ̃],eumin,1.0,,eumin,1.0,,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_1148f74ad18c4244913bb6bdadd42418.wav,3111,REPETITION,fr,B,phondel_B_word_2,cheval,[ʃəval],euval,1.0,deletion_instead_of_repetition,euval,0.0,deletion_instead_of_repetition,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_1681b662591a4b0a8c02e9cdb6226e29.wav,3111,REPETITION,fr,B,phondel_B_pseudo_8,bromal,[bʁɔmal],bromal,1.0,,bromal,1.0,,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_1748d88ebffd42c5aa59923434dc2653.wav,3111,REPETITION,fr,B,phondel_B_word_6,gloire,[ɡlwaʁ],oare,0.0,,oare,0.0,,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_3f04dc86f5b643c0b9943d3a8b972dab.wav,3111,REPETITION,fr,B,phondel_B_word_5,spatule,[spatyl],atule,0.0,,atule,0.0,,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_629e16dd5e6f47d297b0c4f84afb40d0.wav,3111,REPETITION,fr,B,phondel_B_pseudo_4,plabir,[plabiʁ],abir,0.0,,abir,0.0,,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_6fc805c617e14b5f8c83c2f3bb6fd0ff.wav,3111,REPETITION,fr,B,phondel_B_pseudo_2,condas,[kɔ̃da],onda,1.0,deletion_instead_of_repetition,onda,1.0,deletion_instead_of_repetition,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_70de79374d824ad585ebcde8174d321e.wav,3111,REPETITION,fr,B,phondel_B_word_7,sorcière,[sɔʁsjɛʁ],orcière,0.0,deletion_instead_of_repetition,orcière,1.0,deletion_instead_of_repetition,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_7a172f1d22ba426ca34a65221b1c394a.wav,3111,REPETITION,fr,B,phondel_B_pseudo_6,banéon,[baneɔ̃],anéon,1.0,deletion_instead_of_repetition,anéon,1.0,deletion_instead_of_repetition,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_8ad6c4dfc6ee49a5ae4e39cbebcc3f3a.wav,3111,REPETITION,fr,B,phondel_B_word_8,capitale,[kapital],apitale,1.0,deletion_instead_of_repetition,apitale,1.0,deletion_instead_of_repetition,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_977143d9313d467ba9c985c8d168f77d.wav,3111,REPETITION,fr,B,phondel_B_word_1,bateau,[bato],ateau,1.0,deletion_instead_of_repetition,ato,1.0,deletion_instead_of_repetition,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_a438de848fb648d497e6ca727f47bfba.wav,3111,REPETITION,fr,B,phondel_B_word_4,canari,[kanaʁi],anari,1.0,deletion_instead_of_repetition,anari,1.0,deletion_instead_of_repetition,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_ab3c1c5d1dce4f21bc7a0ec802ceb376.wav,3111,REPETITION,fr,B,phondel_B_pseudo_5,spalio,[spaliɔ],alio,0.0,,alio,0.0,,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_b10462fa484b4f67b29f58032d3b7f75.wav,3111,REPETITION,fr,B,phondel_B_word_0,plage,[plaʒ],age,0.0,,alge,0.0,,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_b12d0cf4c5264cf29ec502e66ffd15e7.wav,3111,REPETITION,fr,B,phondel_B_pseudo_7,polage,[pɔlaʒ],olage,1.0,deletion_instead_of_repetition,olage,1.0,deletion_instead_of_repetition,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_c0d849df2dd74d34810b3a025f066234.wav,3111,REPETITION,fr,B,phondel_B_pseudo_1,mican,[mikã],ican,1.0,deletion_instead_of_repetition,ikan,1.0,deletion_instead_of_repetition,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_e4c8a09176e541619a19d1f64c4cf4a1.wav,3111,REPETITION,fr,B,phondel_B_pseudo_0,triffe,[tʁif],riffe,1.0,deletion_instead_of_repetition,riffe,1.0,deletion_instead_of_repetition,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_eb216e5d2df54e8c814e433cec4c6c41.wav,3111,REPETITION,fr,B,phondel_B_pseudo_3,glomo,[ɡlɔmɔ],omo,0.0,,omo,0.0,,
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_f9431dc2eda74efc9ed49cc1e4ebd508.wav,3111,REPETITION,fr,B,phondel_B_word_3,fromage,[fʁɔmaʒ],omage,0.0,,omage,0.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_0adf7b1668e149e6856a997e4fcf2f0c.wav,3111,DELETION,fr,B,phondel_B_pseudo_8,bromal,[ʁɔmal],omal,1.0,,omal,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_139a36ca75bd45caa122056f0a223a3b.wav,3111,DELETION,fr,B,phondel_B_word_6,gloire,[lwaʁ],oare,0.0,,oare,0.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_13df73521ec747f692d7254c510f68ce.wav,3111,DELETION,fr,B,phondel_B_pseudo_3,glomo,[lɔmɔ],omo,1.0,,omo,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_2f55c7851d1d4dbe997c20bcd6e2fec3.wav,3111,DELETION,fr,B,phondel_B_word_2,cheval,[əval],euval,1.0,,euval,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_327cfe6a1693477bb74ca6224bd090fb.wav,3111,DELETION,fr,B,phondel_B_word_4,canari,[anaʁi],anari,1.0,,anari,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_40f1f2436d074b05ab1189c5066f3d40.wav,3111,DELETION,fr,B,phondel_B_pseudo_1,mican,[ikã],ican,1.0,,ikan,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_5539b1d00427432b92109cf75ae732f1.wav,3111,DELETION,fr,B,phondel_B_pseudo_5,spalio,[paliɔ],alio,1.0,,alio,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_71ad8599ce0e4972b4f8172808a960bb.wav,3111,DELETION,fr,B,phondel_B_word_8,capitale,[apital],apitale,1.0,,apitale,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_843b56a45e2844c1b607317e09e22f42.wav,3111,DELETION,fr,B,phondel_B_pseudo_2,condas,[ɔ̃da],onda,1.0,,onda,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_8beaeb2306004fefad2f318d61632fb2.wav,3111,DELETION,fr,B,phondel_B_pseudo_7,polage,[ɔlaʒ],olage,1.0,,olage,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_9181cf93cb18481abf3273457e7a4691.wav,3111,DELETION,fr,B,phondel_B_pseudo_0,triffe,[ʁif],iffe,1.0,,iffe,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_98b37c5df368419f838e65215ebd4e47.wav,3111,DELETION,fr,B,phondel_B_pseudo_4,plabir,[labiʁ],abir,1.0,,abir,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_aeb9a7b5269a40f6a8c958d4b62f4165.wav,3111,DELETION,fr,B,phondel_B_word_3,fromage,[ʁɔmaʒ],omage,1.0,,omage,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_cba812afb53b4de8a3a44c2323b850e8.wav,3111,DELETION,fr,B,phondel_B_word_1,bateau,[ato],oto,1.0,,oto,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_e3a8de2995c44dda80724d0377967871.wav,3111,DELETION,fr,B,phondel_B_word_0,plage,[laʒ],age,1.0,,age,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_ed4319b18c8341c5802aa40f01842844.wav,3111,DELETION,fr,B,phondel_B_pseudo_6,banéon,[aneɔ̃],anéon,1.0,,anéon,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_f79107b930f14779b97211a05ed49f66.wav,3111,DELETION,fr,B,phondel_B_word_5,spatule,[patyl],atule,1.0,,atule,1.0,,
3111_edugame2023_4c44aca8f5384bcdbe71dde1dfcef2c7_fe60d269a663417cb558806fb8e1ed47.wav,3111,DELETION,fr,B,phondel_B_word_7,sorcière,[ɔʁsjɛʁ],orcière,1.0,,orcière,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_04a5839fc64c4a238d682107c1eaf527.wav,3112,REPETITION,fr,C,phondel_C_pseudo_6,panuge,[panyʒ],{cut recording},,cut_recording,{cut recording},,cut_recording,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_0f6773f13deb4fa39d2da9e28d7174c9.wav,3112,REPETITION,fr,C,phondel_C_pseudo_7,pogion,[poʒjɔ̃],{cut recording},,cut_recording,{cut recording},,cut_recording,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_0f74b3e937dd403991e93a1b88998b20.wav,3112,REPETITION,fr,C,phondel_C_word_8,caravane,[kaʁavan],{only_environment},,,{only_environment},,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_12c2603743c34caebb9ac3fc4e2662fd.wav,3112,REPETITION,fr,C,phondel_C_pseudo_5,spudio,[spydjɔ],spudio,1.0,,spudio,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_1738d5ce75154b8ab285600a57995ce7.wav,3112,REPETITION,fr,C,phondel_C_pseudo_2,pombin,[pɔ̃bɛ̃],pombin,1.0,,pombin,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_20684aa5efea4e5582b95de3f2fcd757.wav,3112,REPETITION,fr,C,phondel_C_pseudo_4,plabète,[plabɛt],{cut recording},,cut_recording,abète,0.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_29682c2569394fa08c945a2c29f74c7c.wav,3112,REPETITION,fr,C,phondel_C_pseudo_0,troufe,[tʁuf],trofe,1.0,,trofe,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_2febf7fc69a345efa8dc8a8804ac334f.wav,3112,REPETITION,fr,C,phondel_C_word_6,glaise,[ɡlɛz],claise,1.0,,glèz,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_4c18bd8160484cf49d90c185e5298afb.wav,3112,REPETITION,fr,C,phondel_C_pseudo_3,glomé,[ɡlɔme],{cut recording},,cut_recording,{cut recording},,cut_recording,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_4f9fad40ed8e435bbf965a311a88ae74.wav,3112,REPETITION,fr,C,phondel_C_pseudo_8,protal,[pʁotal],protal,1.0,,protal,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_5a377da253ac488a8e01a44e5b53677d.wav,3112,REPETITION,fr,C,phondel_C_word_5,spirale,[spiʁal],spirale,1.0,,spirale,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_81edb367ce5647fe8a0226be00b1399b.wav,3112,REPETITION,fr,C,phondel_C_word_0,plaque,[plak],plaque,1.0,,plak,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_83035249fd7a438eb436285883a804ab.wav,3112,REPETITION,fr,C,phondel_C_word_1,gâteau,[ɡatɔ],gateau,1.0,,gato,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_b91cb49b81f4439197eceb3b222039b8.wav,3112,REPETITION,fr,C,phondel_C_word_2,chapeau,[ʃapo],chapeau,1.0,,chapo,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_b94419d854d74440a09630453f08d57e.wav,3112,REPETITION,fr,C,phondel_C_word_4,caméra,[kameʁa],{cut recording},,cut_recording,{cut recording},,cut_recording,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_df86cc8995dc41479e58700dcd892fa0.wav,3112,REPETITION,fr,C,phondel_C_word_3,frigo,[fʁiɡɔ],frigo,1.0,,frigo,1.0,,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_ec321166b50945e0beb34358047ab9f2.wav,3112,REPETITION,fr,C,phondel_C_word_7,solution,[solysjɔ̃],{cut recording},,cut_recording,{cut recording},,cut_recording,
3112_edugame2023_10d5e46fef214ea6ab65218c5a1b41a7_f5a16887746549b59c456209aefcb3c0.wav,3112,REPETITION,fr,C,phondel_C_pseudo_1,lajon,[laʒɔ̃],lajon,1.0,,lajon,1.0,,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_1930690ae16d4784a5f2531e8631a01d.wav,3112,DELETION,fr,C,phondel_C_pseudo_7,pogion,[oʒjɔ̃],o o o o ogion,1.0,sounding_out,ogion,1.0,,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_1d68318bb46a4f3c9db33b4142f2b22f.wav,3112,DELETION,fr,C,phondel_C_word_4,caméra,[ameʁa],k a améra,1.0,sounding_out,k a améra,1.0,first_phoneme_repetition sounding_out,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_294da0fe9b3d48de98105d9e80f69037.wav,3112,DELETION,fr,C,phondel_C_pseudo_3,glomé,[lɔme],c cl l lomé,1.0,sounding_out,g g lomé,1.0,first_phoneme_repetition,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_5c3a92acbd0042ab8fd2a987aeb26570.wav,3112,DELETION,fr,C,phondel_C_word_6,glaise,[lɛz],gl gl l laise,1.0,sounding_out,g gl lèz,1.0,first_phoneme_repetition sounding_out,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_65a082ba47d64fc9a14a72ec3f14b518.wav,3112,DELETION,fr,C,phondel_C_word_7,solution,[olysjɔ̃],so olussion,1.0,sounding_out,so olucion,1.0,sounding_out,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_6b74317b222a49a795d884d3d74a2311.wav,3112,DELETION,fr,C,phondel_C_word_1,gâteau,[atɔ],ga ateau,1.0,sounding_out,ato,1.0,,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_6d4d59dc4ee24d80aec195259d61142c.wav,3112,DELETION,fr,C,phondel_C_pseudo_8,protal,[ʁotal],p pr rotal,1.0,sounding_out,p pr rotal,1.0,first_phoneme_repetition sounding_out,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_70b7d35a590047d5b4b12d9c9e2a939f.wav,3112,DELETION,fr,C,phondel_C_pseudo_2,pombin,[ɔ̃bɛ̃],pa p p ombin ombin,1.0,sounding_out,p pon on ombin on ombin,1.0,first_phoneme_repetition sounding_out repetition,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_95402a816f8b485fa76981ca07a43b5a.wav,3112,DELETION,fr,C,phondel_C_word_0,plaque,[lak],ake,1.0,,ak,1.0,,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_954e42e8440c4d639f98927ea0ba62a2.wav,3112,DELETION,fr,C,phondel_C_pseudo_1,lajon,[aʒɔ̃],l a ajon,1.0,sounding_out,a ajon,1.0,sounding_out,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_a701188503db4c71a0b4a30bc95595eb.wav,3112,DELETION,fr,C,phondel_C_word_8,caravane,[aʁavan],k a aravane,1.0,sounding_out,a aravane,1.0,sounding_out,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_adece4a1d1d0420aa95daeffd129976b.wav,3112,DELETION,fr,C,phondel_C_word_2,chapeau,[apo],cha apeau,1.0,sounding_out,cha apo,1.0,sounding_out,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_ae64010a02d044afb89ac77d27933f33.wav,3112,DELETION,fr,C,phondel_C_word_5,spirale,[piʁal],pirale,1.0,,pirale,1.0,,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_d5ac2bda49ff418ab0caeaa6bab1faec.wav,3112,DELETION,fr,C,phondel_C_pseudo_6,panuge,[anyʒ],anuge,1.0,,anuge,1.0,,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_e056b6724f7b479d94b8bc6494fd4d80.wav,3112,DELETION,fr,C,phondel_C_pseudo_4,plabète,[labɛt],labète,1.0,,labète,1.0,,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_f1ada2d78291457f9af5470405aa1066.wav,3112,DELETION,fr,C,phondel_C_word_3,frigo,[ʁiɡɔ],fr rigo rigo,1.0,sounding_out,fr rigo rigo,1.0,sounding_out repetition,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_f3d845190f754c37a4e48147bad9f40e.wav,3112,DELETION,fr,C,phondel_C_pseudo_0,troufe,[ʁuf],tr tr ro rofe,1.0,sounding_out,trou.fe tr r rofe,1.0,sounding_out,
3112_edugame2023_8476ba81a0e34ad09984e2920695751a_fd437f047afb4c2aade9b842dd5db96d.wav,3112,DELETION,fr,C,phondel_C_pseudo_5,spudio,[pydjɔ],spa s pudio pudio,1.0,sounding_out,sp s pudio pudio,1.0,sounding_out first_phoneme_repetition repetition,
3113_edugame2023_33b8a1b952c242538340c287998d8258_13e803424b644e09aa7859a6bf250581.wav,3113,DELETION,fr,B,phondel_B_pseudo_2,condas,[ɔ̃da],onda,1.0,,onda,1.0,,
